CHROM,MIN_START,MAX_END,AVG_START,AVG_END,AVG_SIZE,AVG_QUAL,SAMPLES_COUNT,SAMPLES_PERCENT,SIZE_STDEV,RSSD,BREAKPOINT_WINDOW,BREAKPOINT_PRECISION,START_BREAKPOINT_CONFIDENCE,END_BREAKPOINT_CONFIDENCE,SOFT_CLIP_SUPPORT,SAMPLES_WITH_BP_EVIDENCE,EVIDENCE_CLUSTERED,START_DEPTH_RATIO,END_DEPTH_RATIO,REPEAT_OVERLAP,REPEAT_OVERLAP_BP,REPEAT_OVERLAP_PERCENT,REPEAT_TYPES,REPEAT_NAMES,REPEAT_FAMILIES,REPEAT_CLASSES,PRIMARY_REPEAT_TYPE,PRIMARY_REPEAT_NAME,PRIMARY_REPEAT_OVERLAP_BP,NUM_REPEAT_ELEMENTS,REPEAT_DENSITY,DISTANCE_TO_NEAREST_REPEAT,PRIMARY_GENE_NAME,PRIMARY_GENE_START,PRIMARY_GENE_END,PRIMARY_GENE_STRAND,PRIMARY_GENE_OVERLAP_BP,PRIMARY_GENE_DISTANCE
NW_024426774.1,35839633,35841264,35839646.5,35841264,1617.5,9999,10,100,4.5,0.0028,20,0.7937500000000001,0.8,0.7875000000000001,37,6,both,1,23.25,Yes,1610,99.56709957,LINE;Low_complexity,A-rich;L1ME2;UrsMar-1.201,L1,LINE;Low_complexity,LINE,UrsMar-1.201,1289,4,0.995670996,0,TMEM87B,35802174,35851270,+,1617,0
NW_024423786.1,56131581,56131881,56131581,56131839,258,8013.9,10,100,45.81,0.1776,91.6,0.8509825,0.8795,0.822465,39,3,both,0.896,8.2,Yes,199,99.5,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,0.995,0,TMPRSS9,56108728,56140210,-,200,0
NW_024424564.1,26399679,26399899,26399679.1,26399879.1,200,9999,10,100,6.68,0.0334,20,0.7968975,0.748125,0.84567,43,2,both,0.028,6.818,Yes,198,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,198,1,1,0,TMTC3,26385000,26435393,+,198,0
NW_024424897.1,41002722,41002965,41002753.5,41002964.9,211.4,9999,10,100,10.2,0.0482,31.6,0.7106399999999999,0.725445,0.695835,43,2,both,0.077,2.711,Yes,193,92.78846154,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,193,1,0.927884615,0,TNFAIP1,41000540,41017193,+,208,0
NW_024426663.1,71303829,71304308,71303844.2,71304270,425.8,9999,10,100,13.3,0.0312,53.2,0.6739950000000001,0.6825000000000001,0.66549,36,2,both,0.032,2.6,Yes,406,97.36211031,LINE,UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,406,1,0.973621103,0,TNFAIP8,71222196,71334839,-,417,0
NW_024426663.1,71315903,71316148,71315903,71316122.9,219.9,9015,10,100,12.31,0.056,25.1,0.643125,0.63,0.65625,39,3,both,1.729,15.5,Yes,218,98.1981982,SINE;Simple_repeat,(T)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,189,2,0.981981982,0,TNFAIP8,71222196,71334839,-,222,0
NW_024426119.1,22611195,22611420,22611222.9,22611419.5,196.6,9999,10,100,9.52,0.0484,28.4,0.64743,0.62349,0.67137,46,4,both,0.074,30,Yes,194,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,194,1,1,0,TNFAIP8L3,22602800,22637091,+,194,0
NW_024423344.1,5136375,5136652,5136375,5136581.7,206.7,9999,10,100,27.25,0.1318,70.3,0.8850975,0.927465,0.84273,59,2,both,0.081,3.655,Yes,193,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,193,1,1,0,TNFRSF19,5097979,5179429,+,193,0
NW_024424119.1,41540934,41541134,41540934.1,41541133.9,199.8,9013.9,10,100,0.4,0.002,20,0.7629825,0.902475,0.62349,37,5,both,0.031,1.393,Yes,200,95.23809524,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,0.952380952,0,TNFSF8,41543128,41572244,-,0,1984
NW_024426552.1,90533731,90533960,90533760.8,90533960,199.2,9999,10,100,9.94,0.0499,29.8,0.85155,0.723135,0.9799650000000001,50,2,both,0.24,2.795,Yes,196,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,196,1,1,0,TNIK,90407871,90783670,+,196,0
NW_024426552.1,90547580,90548411,90547654.3,90548207.6,553.3,7700,10,100,30.96,0.056,277.7,0.74985,0.75,0.7497,45,2,both,1.009,1.667,Yes,554,98.75222816,LINE;Simple_repeat,(T)n;UrsMar-1.201,L1,LINE;Simple_repeat,LINE,UrsMar-1.201,516,2,0.987522282,0,TNIK,90407871,90783670,+,561,0
NW_024424452.1,78751304,78751536,78751304,78751517.8,213.8,9999,10,100,12.06,0.0564,24.1,0.7610925000000001,0.6825000000000001,0.839685,35,1,both,0.473,28,Yes,200,98.52216749,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,0.985221675,0,TNN,78735583,78786618,+,203,0
NW_024424452.1,101016708,101016935,101016708,101016913.3,205.3,9999,10,100,7.25,0.0353,21.7,0.7671825000000001,0.7182000000000001,0.816165,47,3,both,0.123,14.333,Yes,201,99.01477833,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.990147783,0,TNNI1,101012642,101020388,-,203,0
NW_024425563.1,51461643,51461904,51461643,51461851,208,9999,10,100,22.24,0.1069,53,0.7393575,0.637035,0.84168,31,1,both,0.092,6.222,Yes,194,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,194,1,1,0,TOMM7,51455094,51462884,+,194,0
NW_024424897.1,21249933,21250206,21249950.1,21250161.3,211.2,9013.2,10,100,19.44,0.0921,61.8,0.7246025,0.802305,0.6469,55,2,both,0.4,1.022,Yes,199,95.67307692,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,0.956730769,0,TOP2A,21229569,21257088,+,208,0
NW_024423786.1,68872749,68872977,68872749,68872957,208,9999,10,100,6.68,0.0321,20,0.42969999999999997,0.7594,0.1,16,6,start,0.978,,Yes,201,91.78082192,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.917808219,0,TOP3A,68851449,68881250,+,219,0
NW_024427107.1,11007012,11007249,11007012,11007206.7,194.7,9999,10,100,14.1,0.0724,42.3,0.8226225,0.78372,0.8615250000000001,61,2,both,0.253,28.75,Yes,190,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,190,1,1,0,TOX,10757776,11050608,-,190,0
NW_024424675.1,32112403,32112638,32112403.1,32112608.7,205.6,9999,10,100,13.5,0.0657,29.4,0.7308525,0.672,0.789705,49,3,both,0.667,11.714,Yes,203,97.1291866,LINE;SINE,L1MEi;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,201,2,0.971291866,0,TOX2,32040380,32169080,+,209,0
NW_024426119.1,9646349,9646601,9646349,9646557.8,208.8,9015,10,100,14.41,0.069,43.2,0.83412,0.816165,0.852075,46,2,both,0.085,36,Yes,202,99.01960784,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,202,1,0.990196078,0,TP53BP1,9576131,9644438,-,0,1911
NW_024427107.1,28583753,28584022,28583753.1,28583971.4,218.3,9006.1,10,100,23.53,0.1078,50.7,0.7070175000000001,0.6825000000000001,0.731535,35,1,both,0.264,8,Yes,201,98.04878049,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.980487805,0,TPD52,28528747,28627250,-,205,0
NW_024424230.1,35012361,35013446,35012495.8,35013270.9,775.1,5907.82,10,100,32.44,0.0419,309.9,0.7175500000000001,0.7526,0.6825000000000001,35,1,both,1,42.5,No,0,0,None,None,None,None,None,None,0,0,0,85,TPGS2,34949623,35023810,+,668,0
NW_024426119.1,11752457,11752527,11752457.2,11752507.5,50.3,8017.8,10,100,6.63,0.1319,20,0.801675,0.882945,0.7204050000000001,49,4,both,0.38,3.087,No,0,0,None,None,None,None,None,None,0,0,0,470,TPM1,11711732,11777738,-,49,0
NW_024426552.1,75040363,75040619,75040363,75040586.8,223.8,9999,10,100,13.66,0.061,32.2,0.7929600000000001,0.659715,0.9262050000000001,43,2,both,0.291,3.073,Yes,199,92.12962963,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,0.921296296,0,TPRG1,74972598,75180070,-,216,0
NW_024424452.1,15333468,15333991,15333522.7,15333768.6,245.9,5041.17,10,100,41.14,0.1673,277.1,0.7159425,0.76125,0.6706350000000001,40,1,both,0.255,1.745,Yes,218,92.37288136,SINE;Simple_repeat,(T)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,201,2,0.923728814,0,TPST1,15180711,15338868,-,236,0
NW_024423343.1,3059061,3059350,3059074.3,3059349.9,275.6,9999,10,100,4.8,0.0174,20,0.6654375000000001,0.648375,0.6825000000000001,44,2,both,0.366,90,Yes,211,76.72727273,SINE;Simple_repeat,(A)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,196,2,0.767272727,0,TRAF3IP1,3043804,3101249,-,275,0
NW_024423343.1,3047865,3048108,3047871.3,3048073.8,202.5,9999,10,100,17.11,0.0845,40.5,0.938385,0.96999,0.90678,55,2,both,0.084,7.909,Yes,191,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,191,1,1,0,TRAF3IP1,3043804,3101249,-,191,0
NW_024425897.1,20699552,20699846,20699561.9,20699783.3,221.4,9999,10,100,20.79,0.0939,72.6,0.7516425,0.774375,0.7289100000000001,49,4,both,0.068,4,Yes,202,94.83568075,LINE,UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,202,1,0.948356808,0,TRAFD1,20692996,20719038,-,213,0
NW_024424452.1,35945892,35946093,35945892,35946092.7,200.7,9999,10,100,0.46,0.0023,20,0.7795650000000001,0.70413,0.855,37,3,both,0.247,1.17,Yes,197,97.52475248,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.975247525,0,TRAP1,35942449,35986493,+,202,0
NW_024424452.1,35976001,35976250,35976001,35976213.1,212.1,9015,10,100,12.3,0.058,36.9,0.7232625,0.585,0.8615250000000001,42,2,both,0.888,4.25,Yes,199,95.67307692,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,0.956730769,0,TRAP1,35942449,35986493,+,208,0
NW_024426774.1,7517508,7517788,7517508.1,7517725.4,217.3,9999,10,100,28.94,0.1332,62.7,0.8849925000000001,0.9235800000000001,0.8464050000000001,60,2,both,0.067,21.2,Yes,203,100,LINE;SINE,L1ME3Cz;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,200,2,1,0,TRAPPC12,7460379,7541172,-,203,0
NW_024426774.1,7527754,7528107,7527763.9,7528008.1,244.2,9012,10,100,44.79,0.1834,108.8,0.7509075000000001,0.845565,0.65625,35,2,both,0.085,6.5,Yes,224,100,SINE;Simple_repeat,(TTTTTTA)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,197,2,1,0,TRAPPC12,7460379,7541172,-,224,0
NW_024426774.1,7485796,7486055,7485796,7486016.2,220.2,8027.4,10,100,12.99,0.059,38.8,0.8778075000000001,0.9006,0.8550150000000001,41,2,both,0.807,2.206,Yes,214,98.61751152,SINE;Simple_repeat,(T)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,189,2,0.986175115,0,TRAPPC12,7460379,7541172,-,217,0
NW_024426663.1,38095037,38096026,38095103.7,38095814.4,710.8,8340.75,10,100,30.61,0.0431,278.2,0.7961575000000001,0.7625,0.8298150000000001,47,2,both,1,108,Yes,200,29.85074627,LINE;SINE,UrsMar-1.18;UrsMar-1.201,L1;tRNA,LINE;SINE,LINE,UrsMar-1.201,138,2,0.298507463,0,TRAPPC13,38082744,38117193,-,670,0
NW_024427107.1,77217856,77224137,77217907.7,77224137,6229.3,9999,10,100,18.8,0.003,51.7,0.75831,0.7927500000000001,0.72387,53,2,both,0.293,4.083,Yes,5509,88.78323932,LINE;SINE,UrsMar-1.201;UrsMar-6.1536,L1;tRNA,LINE;SINE,LINE,UrsMar-1.201,5089,3,0.887832393,0,TRAPPC9,76782303,77381989,-,6205,0
NW_024427107.1,77277202,77277475,77277238.2,77277468.9,230.7,9999,10,100,15.27,0.0662,42.3,0.8826825,0.920745,0.84462,46,2,both,0.233,2.435,Yes,221,100,SINE;Simple_repeat,(TAAAA)n;UrsMar-6.1536,tRNA,SINE;Simple_repeat,SINE,UrsMar-6.1536,186,2,1,0,TRAPPC9,76782303,77381989,-,221,0
NW_024427107.1,77224463,77224741,77224463,77224714.5,251.5,9004.5,10,100,15.49,0.0616,31,0.5837975000000001,0.7075950000000001,0.46,38,3,both,0.12,1.098,Yes,221,88.04780876,DNA;LINE,MER5B;UrsMar-1.201,L1;hAT-Charlie,DNA;LINE,LINE,UrsMar-1.201,179,2,0.880478088,0,TRAPPC9,76782303,77381989,-,251,0
NW_024424897.1,42925427,42926612,42925427,42926610.2,1183.2,9999,10,100,1.47,0.0012,20,0.8295000000000001,0.8190000000000001,0.8400000000000001,36,3,both,0.5,1.911,Yes,1183,99.83122363,LINE,UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,1183,1,0.998312236,0,TRARG1,42804736,42988275,-,1185,0
NW_024424897.1,42879658,42879883,42879658,42879882.9,224.9,9999,10,100,0.3,0.0013,20,0.6825000000000001,0.6825000000000001,0.6825000000000001,42,2,both,0.099,75,Yes,201,89.33333333,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.893333333,0,TRARG1,42804736,42988275,-,225,0
NW_024424897.1,42980378,42980615,42980378.1,42980583.8,205.7,9012.2,10,100,20.22,0.0983,40.4,0.758625,0.5984999999999999,0.9187500000000001,39,1,both,0.698,1.569,Yes,196,98.98989899,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,196,1,0.98989899,0,TRARG1,42804736,42988275,-,198,0
NW_024423675.1,32056059,32056314,32056059.1,32056276.5,217.4,9999,10,100,25.35,0.1166,50.7,0.9126075,0.902475,0.9227400000000001,41,2,both,0.252,1.5,Yes,193,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,193,1,1,0,TRDN,31811076,32087912,-,193,0
NW_024424008.1,49067316,49067588,49067316,49067575.2,259.2,9999,10,100,4.28,0.0165,20,0.679665,0.6768299999999999,0.6825000000000001,45,6,both,0,15.5,No,0,0,None,None,None,None,None,None,0,0,0,54,TREH,49070464,49094231,+,0,2890
NW_024423453.1,41755722,41755967,41755722,41755927.9,205.9,9999,10,100,15.5,0.0753,39.1,0.888275,0.8788,0.89775,50,2,both,0.898,6.067,Yes,197,97.04433498,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,197,1,0.97044335,0,TRIM2,41725972,41781680,+,203,0
NW_024423897.1,52143517,52149949,52143571.4,52149725.4,6154,8338.58,10,100,22.36,0.0036,278,0.7110000000000001,0.75,0.672,40,1,both,0.881,1.788,Yes,5481,88.87627696,LINE;SINE,UrsMar-1.201;UrsMar-6.1536,L1;tRNA,LINE;SINE,LINE,UrsMar-1.201,5078,3,0.88876277,0,TRIO,51949618,52187694,-,6167,0
NW_024425563.1,98638733,98639012,98638733.1,98638987.7,254.6,9014.7,10,100,19.94,0.0783,39.9,0.3824825,0.664965,0.1,18,2,start,0.217,,Yes,218,85.49019608,SINE,MIRb;UrsMar-6.1536,MIR;tRNA,SINE,SINE,UrsMar-6.1536,203,2,0.854901961,0,TRNAD-AUC,98642831,98642903,-,0,3843
NW_024425564.1,9034213,9034496,9034214,9034442.5,228.5,9999,10,100,23.35,0.1022,54.5,0.65646,0.63,0.68292,37,1,both,0.388,3.167,Yes,195,94.66019417,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,0.946601942,0,TRNAD-GUC,9035208,9035279,-,0,788
NW_024423786.1,42437887,42438156,42437887,42438101.2,214.2,9999,10,100,19.68,0.0919,54.8,0.8850450000000001,0.9521400000000001,0.8179500000000001,49,2,both,0.019,9.818,Yes,204,100,SINE,MIR;UrsMar-6.1536,MIR;tRNA,SINE,SINE,UrsMar-6.1536,200,2,1,0,TRNAR-ACG,42436001,42436073,+,0,1814
NW_024423786.1,50855656,50856378,50855755,50856157.8,402.8,6935.15,10,100,37.41,0.0929,319.2,0.650505,0.675,0.62601,42,8,both,0.951,1.524,Yes,388,96.27791563,LINE,UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,315,2,0.962779156,0,TRNAR-UCG,50851754,50851837,-,0,3918
NW_024425564.1,7889609,7889838,7889609.5,7889804,194.5,9999,10,100,13.28,0.0683,34.5,0.832965,0.8866200000000001,0.77931,34,2,both,0.169,5.538,Yes,189,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,189,1,1,0,TRNAT-CGU,7887514,7887587,+,0,2022
NW_024424453.1,20679935,20680170,20679947.3,20680158.3,211,9999,10,100,6.15,0.0291,24,0.7143675,0.798,0.630735,40,2,both,0.167,3.375,Yes,201,97.10144928,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.971014493,0,TRPC1,20667449,20735548,-,207,0
NW_024426119.1,22913011,22913228,22913011,22913219.8,208.8,9999,10,100,2.75,0.0132,20,0.7481625000000001,0.8312849999999999,0.6650400000000001,31,2,both,0.437,0.769,Yes,212,100,LINE;SINE,L1MEc;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,197,3,1,0,TRPM7,22878018,22995192,+,212,0
NW_024424897.1,45900599,45902845,45900717.4,45902646.3,1928.9,6449.79,10,100,25.06,0.013,317.1,0.64604,0.6020800000000001,0.69,39,1,both,1.208,0.937,Yes,1823,99.34604905,LINE,UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,1823,1,0.99346049,0,TRPV3,45895548,45927067,-,1835,0
NW_024424564.1,1852426,1852725,1852429.7,1852677.1,247.4,9013.3,10,100,41.41,0.1674,82.8,0.6507375,0.63,0.6714749999999999,36,1,both,0.195,4.174,Yes,210,100,LINE;SINE,L1MC4;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,201,3,1,0,TSFM,1845736,1856448,+,210,0
NW_024424786.1,7126247,7126493,7126247,7126459,212,9999,10,100,16.92,0.0798,34,0.8231475,0.90678,0.739515,45,2,both,0.165,6,Yes,201,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,1,0,TSG101,7112662,7154660,-,201,0
NW_024426774.1,75694093,75694293,75694094.8,75694293,198.2,9999,10,100,2.75,0.0139,20,0.761605,0.67221,0.851,57,2,both,0.179,1.032,Yes,199,99.5,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,199,1,0.995,0,TSGA10,75683149,75844767,-,200,0
NW_024426774.1,75830849,75831107,75830872.4,75831081.8,209.4,9999,10,100,10.81,0.0516,48.6,0.8747025,0.862785,0.8866200000000001,41,2,both,0.132,8.273,Yes,204,100,LINE;SINE,L1MD2;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,201,2,1,0,TSGA10,75683149,75844767,-,204,0
NW_024426774.1,75689157,75689429,75689157,75689389.6,232.6,9999,10,100,18.9,0.0813,39.4,0.8406300000000001,0.8508150000000001,0.8304450000000001,62,2,both,0.109,6.875,Yes,214,100,LINE;SINE,L1MC4a;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,201,2,1,0,TSGA10,75683149,75844767,-,214,0
NW_024424675.1,39508474,39510452,39508560,39510227,1667,7700.85,10,100,18.2,0.0109,311,0.58704,0.6117600000000001,0.56232,34,1,both,2.667,0.542,Yes,1589,99.25046846,LINE,UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,1190,2,0.992504685,0,TSHZ2,39123625,39558126,+,1601,0
NW_024423786.1,49292534,49292784,49292536.1,49292742.3,206.2,9999,10,100,19.17,0.093,43.8,0.7971075000000001,0.964215,0.63,35,2,both,0.241,1.244,Yes,206,100,LINE;SINE,UrsMar-5.1186;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,201,2,1,0,TSPAN16,49291037,49306784,-,206,0
NW_024426230.1,2316777,2317673,2316806.9,2317492.5,685.6,7302.55,10,100,46.81,0.0683,210.4,0.6687500000000001,0.6000000000000001,0.7375,44,2,both,1.539,1.065,Yes,709,98.88423989,LINE;SINE;Simple_repeat,(T)n;L2;UrsMar-1.13;UrsMar-1.201,L1;L2;tRNA,LINE;SINE;Simple_repeat,LINE,UrsMar-1.201,575,4,0.988842399,0,TSSK4,2314296,2323037,+,717,0
NW_024424786.1,27304614,27304902,27304614,27304865.7,251.7,9999,10,100,21.41,0.085,42.8,0.643305,0.8486100000000001,0.438,56,3,both,0.256,0.904,Yes,201,85.16949153,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.851694915,0,TTC17,27292452,27407648,+,236,0
NW_024425897.1,8301601,8301705,8301601,8301702.8,101.8,9007,10,100,3.28,0.0322,20,0.7043925,0.595035,0.8137500000000001,34,4,both,0.719,8,No,0,0,None,None,None,None,None,None,0,0,0,1094,TTC28,8284614,8310418,-,106,0
NW_024426230.1,13865101,13865320,13865116.9,13865319,202.1,9015,10,100,5.41,0.0268,20,0.6735225,0.6266400000000001,0.7204050000000001,45,5,both,1.268,8.571,Yes,195,95.12195122,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,195,1,0.951219512,0,TTC6,13852270,13896671,+,205,0
NW_024425008.1,24805957,24806239,24805991,24806207.1,216.1,9999,10,100,15.43,0.0714,65.9,0.6835500000000001,0.8255100000000001,0.54159,32,8,both,0.1,4.286,No,0,0,None,None,None,None,None,None,0,0,0,18,TTLL5,24630729,24909436,-,178,0
NW_024424675.1,22233268,22233529,22233269.6,22233481.2,211.6,9006.3,10,100,16.96,0.0802,49.4,0.8171625,0.951825,0.6825000000000001,37,2,both,0.309,1.254,Yes,201,97.57281553,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.975728155,0,TTLL9,22226625,22264112,+,206,0
NW_024424675.1,22252776,22253596,22252828.8,22253379.9,551.1,8340.42,10,100,22.29,0.0404,268.9,0.7828725000000001,0.75,0.815745,56,2,both,1,67,Yes,97,19.05697446,LINE;SINE,L1ME4b;MIR,L1;MIR,LINE;SINE,LINE,L1ME4b,73,2,0.190569745,0,TTLL9,22226625,22264112,+,509,0
NW_024423343.1,52797929,52798241,52797929,52798151,222,9999,10,100,31.06,0.1399,90,0.9313500000000001,0.9133950000000001,0.9493050000000001,54,2,both,0.379,8.818,Yes,204,97.6076555,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,204,1,0.976076555,0,TTN,52759380,53026274,+,209,0
NW_024424897.1,33081160,33087673,33081269.5,33087471.2,6201.7,6679.8,10,100,21.7,0.0035,311.3,0.7852950000000001,0.7875000000000001,0.7830900000000001,44,2,both,0.278,4.036,Yes,5514,88.69229532,LINE;SINE,UrsMar-1.201;UrsMar-6.1536,L1;tRNA,LINE;SINE,LINE,UrsMar-1.201,5078,3,0.886922953,0,TUBD1,33055520,33092387,-,6217,0
NW_024423564.1,1769394,1769622,1769394,1769595,201,9999,10,100,10.08,0.0501,27,0.6507425,0.6088,0.692685,35,2,both,0.811,3.133,Yes,202,100,LINE;SINE,L1MB8;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,196,2,1,0,TUFT1,1750295,1795158,-,202,0
NW_024425341.1,16807137,16807330,16807137.1,16807329.7,192.6,9999,10,100,0.66,0.0034,20,0.8094225,0.7989,0.819945,56,3,both,0.968,1.255,Yes,198,100,LINE;SINE,L1MD1;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,195,2,1,0,TUSC3,16666926,16888452,-,198,0
NW_024426008.1,3942360,3942575,3942360,3942564.9,204.9,9999,10,100,3.39,0.0165,20,0.7104825,0.837585,0.58338,40,3,both,0.436,4.792,Yes,201,98.52941176,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.985294118,0,TUT7,3901819,3965061,+,204,0
NW_024426996.1,43725968,43726559,43725968,43726500.8,532.8,9012.2,10,100,23.9,0.0449,58.2,0.69665,0.6433,0.75,33,2,both,0.912,1.049,Yes,504,96.18320611,LINE,L1MD;UrsMar-1.201,L1,LINE,LINE,UrsMar-1.201,502,2,0.961832061,0,TXK,43693036,43750710,+,524,0
NW_024424452.1,29746550,29746756,29746550,29746755.9,205.9,9999,10,100,0.3,0.0015,20,0.7106925000000001,0.6825000000000001,0.738885,47,3,both,0.45,5.882,Yes,206,100,LINE;SINE,L1MC4a;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,201,2,1,0,TXNDC11,29704020,29768903,+,206,0
NW_024424230.1,56960818,56961051,56960818,56961024.5,206.5,9999,10,100,11.4,0.0552,26.5,0.80514,0.89775,0.71253,36,3,both,0.138,6.818,Yes,200,99.50248756,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,0.995024876,0,TXNDC2,56953867,56969184,+,201,0
NW_024424341.1,26634344,26634598,26634344,26634569.9,225.9,9999,10,100,9.39,0.0415,28.1,0.6599775000000001,0.5775000000000001,0.742455,40,2,both,0.051,3.333,Yes,200,89.68609865,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,200,1,0.896860987,0,TXNL4B,26630173,26638391,+,223,0
NW_024425897.1,3307742,3308000,3307742,3307954.8,212.8,9008.8,10,100,17.45,0.082,45.2,0.7340025000000001,0.659715,0.8082900000000001,44,3,both,0.274,4.929,Yes,198,97.53694581,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,198,1,0.975369458,0,TXNRD2,3309683,3356602,-,0,1738
NW_024425897.1,3318334,3318377,3318334.1,3318376.2,42.1,9005,10,100,0.54,0.0128,20,0.7397775,0.641655,0.8379000000000001,52,5,both,0,79,No,0,0,None,None,None,None,None,None,0,0,0,358,TXNRD2,3309683,3356602,-,42,0
NW_024425230.1,33017342,33017576,33017342.1,33017548.9,206.8,9999,10,100,11.96,0.0578,27.2,0.773745,0.742455,0.8050350000000001,48,2,both,0.632,1.314,Yes,211,100,LINE;SINE,UrsMar-5.1186;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,203,3,1,0,UACA,32971773,33064344,+,211,0
NW_024425230.1,33014388,33015707,33014520.8,33015551.2,1030.4,5907.41,10,100,43.92,0.0426,288.6,0.7837500000000001,0.7875000000000001,0.78,40,2,both,0.022,1.118,Yes,630,54.17024936,LINE;SINE;Simple_repeat,(TTTAT)n;L1MC5;UrsMar-1.13;UrsMar-5.1186,L1;tRNA,LINE;SINE;Simple_repeat,LINE,UrsMar-5.1186,292,4,0.541702494,0,UACA,32971773,33064344,+,1163,0
