CHROM,MIN_START,MAX_END,AVG_START,AVG_END,AVG_SIZE,AVG_QUAL,SAMPLES_COUNT,SAMPLES_PERCENT,SIZE_STDEV,RSSD,BREAKPOINT_WINDOW,BREAKPOINT_PRECISION,START_BREAKPOINT_CONFIDENCE,END_BREAKPOINT_CONFIDENCE,SOFT_CLIP_SUPPORT,SAMPLES_WITH_BP_EVIDENCE,EVIDENCE_CLUSTERED,START_DEPTH_RATIO,END_DEPTH_RATIO,REPEAT_OVERLAP,REPEAT_OVERLAP_BP,REPEAT_OVERLAP_PERCENT,REPEAT_TYPES,REPEAT_NAMES,REPEAT_FAMILIES,REPEAT_CLASSES,PRIMARY_REPEAT_TYPE,PRIMARY_REPEAT_NAME,PRIMARY_REPEAT_OVERLAP_BP,NUM_REPEAT_ELEMENTS,REPEAT_DENSITY,DISTANCE_TO_NEAREST_REPEAT,PRIMARY_GENE_NAME,PRIMARY_GENE_START,PRIMARY_GENE_END,PRIMARY_GENE_STRAND,PRIMARY_GENE_OVERLAP_BP,PRIMARY_GENE_DISTANCE
NW_026622830.1,2458815,2459014,2458815,2459013.9,198.9,9999,13,100,0.27,0.0013,20,0.5675,0.66,0.475,32,7,both,1.047,0.908,Yes,194,99.48717949,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,194,1,0.994871795,0,,,,,0,
NW_026623067.1,19427315,19427525,19427315,19427524.9,209.9,9999,13,100,0.27,0.0013,20,0.6182000000000001,0.65,0.5864,42,6,both,1.133,0.983,Yes,195,97.5,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,195,1,0.975,0,,,,,0,
NW_026622775.1,45158158,45158357,45158158,45158356.9,198.9,9999,13,100,0.27,0.0013,20,0.65915,0.665,0.6533,33,5,both,1.133,0.944,Yes,186,100,SINE,AilMel-5.25,tRNA,SINE,SINE,AilMel-5.25,186,1,1,0,,,,,0,
NW_026622775.1,34469118,34469320,34469118,34469319.9,201.9,9999,13,100,0.27,0.0013,20,0.65625,0.6,0.7125,35,5,both,0.98,1.009,Yes,199,99.00497512,SINE,AilMel-5.25,tRNA,SINE,SINE,AilMel-5.25,199,1,0.990049751,0,,,,,0,
NW_026622874.1,71383888,71384087,71383888,71384086.9,198.9,9999,13,100,0.27,0.0013,20,0.6414,0.6828,0.6,31,5,both,1.1,1.021,Yes,191,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,191,1,1,0,,,,,0,
NW_026622852.1,13434325,13434525,13434325.1,13434525,199.9,9999,13,100,0.27,0.0013,20,0.5,0.5667,0.4333,42,5,both,1.02,0.839,Yes,187,96.89119171,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,187,1,0.968911917,0,,,,,0,
NW_026623030.1,5453949,5454152,5453949,5454151.9,202.9,9999,13,100,0.27,0.0013,20,0.6039,0.6967,0.5111,38,5,both,0.914,0.992,Yes,191,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,191,1,1,0,,,,,0,
NW_026622863.1,7743905,7744110,7743905,7744109.9,204.9,9999,13,100,0.27,0.0013,20,0.258,0.1,0.41600000000000004,18,2,end,,0.556,Yes,200,94.78672986,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,200,1,0.947867299,0,,,,,0,
NW_026622897.1,36766420,36766612,36766420,36766611.9,191.9,9999,13,100,0.27,0.0014,20,0.63375,0.65,0.6175,38,9,both,0.812,1,Yes,192,97.95918367,SINE,AilMel-5.25,tRNA,SINE,SINE,AilMel-5.25,192,1,0.979591837,0,,,,,0,
NW_026623100.1,33845862,33846047,33845862,33846046.9,184.9,9999,13,100,0.27,0.0014,20,0.60055,0.5067,0.6944,33,8,both,0.857,1.157,No,0,0,None,None,None,None,None,None,0,0,0,103,,,,,0,
NW_026623100.1,58964887,58965084,58964887,58965083.9,196.9,9999,13,100,0.27,0.0014,20,0.64445,0.5526,0.7363,39,8,both,1.118,0.854,Yes,195,98.48484848,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,195,1,0.984848485,0,,,,,0,
NW_026622863.1,11910566,11910754,11910566,11910753.9,187.9,9999,13,100,0.27,0.0014,20,0.40180000000000005,0.4136,0.39,37,6,both,1.125,0.944,Yes,191,98.96373057,SINE,AilMel-5.25,tRNA,SINE,SINE,AilMel-5.25,191,1,0.989637306,0,,,,,0,
NW_026622808.1,65467675,65467868,65467675,65467867.9,192.9,9999,13,100,0.27,0.0014,20,0.5681,0.6328,0.5034,35,5,both,0.968,1.021,Yes,195,100,SINE,AilMel-5.25;NeoSch-1.9,tRNA,SINE,SINE,AilMel-5.25,194,2,1,0,,,,,0,
NW_026622963.1,17155886,17156083,17155886,17156082.9,196.9,9999,13,100,0.27,0.0014,20,0.59825,0.5806,0.6159,34,5,both,0.899,0.958,Yes,203,99.02439024,LINE;SINE,AilMel-5.756;UrsMar-5.1186,L1;tRNA,LINE;SINE,SINE,AilMel-5.756,199,2,0.990243902,0,,,,,0,
NW_026622863.1,16904714,16911276,16904728.3,16911260.5,6532.2,9999,13,100,10.68,0.0016,29.8,0.59126,0.71484,0.46768000000000004,25,9,both,0.794,0.645,Yes,6545,100.3834356,LINE;SINE,AilMel-4.251b;AilMel-5.28;UrsMar-6.1536,L1;tRNA,LINE;SINE,LINE,AilMel-5.28,5202,4,1.003834356,0,,,,,0,
NW_026622797.1,22819863,22820030,22819863,22820029.9,166.9,9999,13,100,0.27,0.0016,20,0.72085,0.6667,0.775,34,6,both,1.039,0.912,No,0,0,None,None,None,None,None,None,0,0,0,236,,,,,0,
NW_026622841.1,27338108,27338329,27338108,27338328.8,220.8,9999,13,100,0.36,0.0016,20,0.6729,0.6333,0.7125,39,3,both,0.985,0.904,Yes,223,100,DNA;SINE,AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE,SINE,AilMel-5.756,207,2,1,0,,,,,0,
NW_026622763.1,73897062,73897220,73897062,73897219.9,157.9,9999,13,100,0.27,0.0017,20,0.5995699999999999,0.47464000000000006,0.7244999999999999,36,5,both,1.244,1.206,Yes,144,91.13924051,DNA;LINE,Kanga1c;L1ME3_3end,L1;TcMar-Tc2,DNA;LINE,DNA,Kanga1c,110,2,0.911392405,0,,,,,0,
NW_026622763.1,65115893,65116111,65115893,65116110.8,217.8,9999,13,100,0.36,0.0017,20,0.22068000000000004,0.34136000000000005,0.1,15,4,start,1.259,,Yes,216,96.86098655,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,216,1,0.968609865,0,,,,,0,
NW_026623111.1,66247888,66248104,66247888,66248103.8,215.8,9999,13,100,0.36,0.0017,20,0.537,0.6319,0.4421,37,4,both,0.856,1,Yes,201,85.8974359,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,201,1,0.858974359,0,,,,,0,
NW_026623056.1,52975534,52975733,52975534,52975732.8,198.8,9999,13,100,0.36,0.0018,20,0.6111,0.5,0.7222,33,9,both,1.012,1.028,Yes,402,195.1456311,DNA;SINE,AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE,SINE,AilMel-5.756,205,2,1.951456311,0,,,,,0,
NW_026622797.1,54106242,54106387,54106242,54106386.9,144.9,9999,13,100,0.27,0.0018,20,0.30905,0.5181,0.1,23,7,start,1.045,,No,0,0,None,None,None,None,None,None,0,0,0,178,,,,,0,
NW_026622797.1,57901903,57902100,57901903,57902099.8,196.8,9999,13,100,0.36,0.0018,20,0.5349999999999999,0.51,0.5599999999999999,30,7,both,0.979,0.67,Yes,199,97.07317073,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,199,1,0.970731707,0,,,,,0,
NW_026622797.1,61549394,61549595,61549394,61549594.8,200.8,9999,13,100,0.36,0.0018,20,0.51755,0.5029,0.5322,40,7,both,1,0.916,Yes,203,97.59615385,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,203,1,0.975961538,0,,,,,0,
NW_026623056.1,61568271,61568473,61568271,61568472.8,201.8,9999,13,100,0.36,0.0018,20,0.39953000000000005,0.40536000000000005,0.3937,31,7,both,1.242,0.887,Yes,188,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,188,1,1,0,,,,,0,
NW_026623111.1,22565826,22566031,22565826,22566030.8,204.8,9999,13,100,0.36,0.0018,20,0.6107,0.5547,0.6667,34,5,both,0.891,0.912,Yes,193,99.48453608,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,193,1,0.994845361,0,,,,,0,
NW_026622786.1,8068889,8069087,8068889,8069086.8,197.8,9999,13,100,0.36,0.0018,20,0.5309,0.6018,0.46,34,4,both,0.942,1.137,Yes,194,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,194,1,1,0,,,,,0,
NW_026623067.1,82484851,82485054,82484851,82485053.8,202.8,9999,13,100,0.36,0.0018,20,0.69143,0.48816,0.8947,36,4,both,1.265,0.891,Yes,187,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,187,1,1,0,,,,,0,
NW_026622830.1,12232584,12232802,12232584,12232801.8,217.8,9999,13,100,0.42,0.0019,20,0.5659000000000001,0.5289,0.6029,44,8,both,1.157,1.132,Yes,223,100,LINE;SINE,AilMel-5.25;L1ME3B_3end,L1;tRNA,LINE;SINE,SINE,AilMel-5.25,201,2,1,0,,,,,0,
NW_026623056.1,40967113,40967307,40967113,40967306.8,193.8,9999,13,100,0.36,0.0019,20,0.6221000000000001,0.6618,0.5824,34,7,both,1.144,1.093,Yes,199,97.54901961,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,199,1,0.975490196,0,,,,,0,
NW_026623100.1,3482683,3482817,3482683,3482816.9,133.9,9999,13,100,0.27,0.002,20,0.56975,0.6333,0.5062,31,9,both,0.921,0.901,Yes,122,100,LINE,UrsMar-5.1186,L1,LINE,LINE,UrsMar-5.1186,122,1,1,0,,,,,0,
NW_026623053.1,19908880,19909041,19908880.1,19909040.9,160.8,9999,13,100,0.36,0.0022,20,0.6741999999999999,0.725,0.6234,34,6,both,1.089,0.904,Yes,161,100,LINE,L1MB7_3end,L1,LINE,LINE,L1MB7_3end,161,1,1,0,,,,,0,
NW_026622763.1,70859644,70859823,70859644,70859822,178,9999,13,100,0.39,0.0022,20,0.7357,0.8114,0.66,33,4,both,0.991,1.01,Yes,105,58.98876404,LTR,MER68C,ERVL,LTR,LTR,MER68C,105,1,0.58988764,0,,,,,0,
NW_026622985.1,1631787,1631992,1631787,1631991.7,204.7,9999,13,100,0.46,0.0023,20,0.493,0.5641,0.4219,32,9,both,0.967,1.076,Yes,197,91.62790698,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,197,1,0.91627907,0,,,,,0,
NW_026622874.1,54165529,54165728,54165529,54165727.7,198.7,9999,13,100,0.46,0.0023,20,0.61955,0.5641,0.675,31,8,both,1.143,0.933,Yes,195,97.98994975,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,195,1,0.979899497,0,,,,,0,
NW_026623008.1,15945647,15945850,15945647,15945849.7,202.7,9999,13,100,0.46,0.0023,20,0.50275,0.45,0.5555,33,8,both,1.3,0.86,Yes,206,94.06392694,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,206,1,0.940639269,0,,,,,0,
NW_026622986.1,27567797,27567953,27567797,27567952.8,155.8,9999,13,100,0.36,0.0023,20,0.6346499999999999,0.6693,0.6,43,7,both,1.074,1.018,Yes,156,100,LINE,UrsMar-5.1186,L1,LINE,LINE,UrsMar-5.1186,156,1,1,0,,,,,0,
NW_026622797.1,63371856,63372043,63371856,63372042.8,186.8,9999,13,100,0.42,0.0023,20,0.5706,0.7,0.4412,36,6,both,1.04,1.01,Yes,181,100,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,181,1,1,0,,,,,0,
NW_026623100.1,31082697,31082905,31082697.1,31082904.7,207.6,9999,13,100,0.49,0.0023,20,0.48750000000000004,0.525,0.45,36,6,both,1.049,1.144,Yes,201,97.57281553,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,201,1,0.975728155,0,,,,,0,
NW_026622874.1,55814403,55814515,55814403,55814514.9,111.9,9999,13,100,0.27,0.0024,20,0.52475,0.4951,0.5544,41,9,both,1.145,0.949,Yes,61,54.46428571,SINE,ZalCal-1.3,tRNA,SINE,SINE,ZalCal-1.3,61,1,0.544642857,0,,,,,0,
NW_026622786.1,64142,65372,64144.2,65371.8,1227.6,9999,13,100,3,0.0024,20,0.49395,0.6079,0.38,34,7,both,1.153,0.942,No,0,0,None,None,None,None,None,None,0,0,0,6526,,,,,0,
NW_026622919.1,8954071,8954236,8954071,8954235,164,9999,13,100,0.39,0.0024,20,0.7082999999999999,0.7833,0.6333,33,6,both,0.904,0.95,Yes,48,29.09090909,SINE,MIR3,MIR,SINE,SINE,MIR3,48,1,0.290909091,0,,,,,0,
NW_026622908.1,25716244,25716486,25716244,25716485.8,241.8,9999,13,100,0.58,0.0024,20,0.54168,0.6933600000000001,0.39,35,5,both,1.488,0.222,Yes,233,96.28099174,DNA;SINE,AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE,SINE,AilMel-5.756,210,2,0.962809917,0,,,,,0,
NW_026622775.1,65061022,65061128,65061022,65061127.1,105.1,9999,13,100,0.27,0.0025,20,0.49055,0.5478,0.4333,41,7,both,0.971,1.033,Yes,105,100,LINE,L1MC5_3end,L1,LINE,LINE,L1MC5_3end,105,1,1,0,,,,,0,
NW_026622863.1,20390411,20390615,20390411.9,20390614.4,202.5,9999,13,100,0.5,0.0025,20,0.63015,0.7333,0.527,35,5,both,0.945,0.843,Yes,188,97.91666667,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,188,1,0.979166667,0,,,,,0,
NW_026622985.1,52561315,52561524,52561315,52561523.2,208.2,9999,13,100,0.53,0.0026,20,0.6867525000000001,0.5923050000000001,0.7812,48,9,both,0.793,1.01,Yes,208,100,LINE;SINE,AilMel-5.756;L1MB7_3end;L1MD2_3end,L1;tRNA,LINE;SINE,SINE,AilMel-5.756,202,3,1,0,,,,,0,
NW_026622775.1,21972353,21972456,21972353,21972455.9,102.9,9999,13,100,0.27,0.0026,20,0.5728,0.5588,0.5868,34,6,both,0.952,1.044,No,0,0,None,None,None,None,None,None,0,0,0,129,,,,,0,
NW_026622808.1,21036789,21036892,21036789,21036891.9,102.9,9999,13,100,0.27,0.0026,20,0.8242,0.8381,0.8103,35,5,both,0.966,0.934,Yes,82,79.61165049,LTR;SINE,MLT1I;OdoRos-1.6,ERVL-MaLR;tRNA,LTR;SINE,SINE,OdoRos-1.6,80,2,0.796116505,0,,,,,0,
NW_026623056.1,32242125,32242640,32242125.5,32242639.9,514.4,9999,13,100,1.33,0.0026,20,0.50354,0.4258,0.58128,34,3,both,1.156,0.691,Yes,516,99.0403071,LINE,L1ME4a_3end,L1,LINE,LINE,L1ME4a_3end,516,1,0.990403071,0,,,,,0,
NW_026623067.1,21451545,21451639,21451545,21451638.9,93.9,9999,13,100,0.27,0.0028,20,0.7056,0.525,0.8862,43,7,both,0.96,1,No,0,0,None,None,None,None,None,None,0,0,0,332,,,,,0,
NW_026622874.1,47547941,47548065,47547941,47548064.8,123.8,9999,13,100,0.36,0.0029,20,0.51325,0.5357,0.4908,51,10,both,1.125,0.886,No,0,0,None,None,None,None,None,None,0,0,0,91,,,,,0,
NW_026622985.1,36964927,36965018,36964927,36965017.9,90.9,9999,13,100,0.27,0.0029,20,0.46145,0.537,0.3859,39,5,both,0.986,1.108,Yes,77,104.0540541,DNA,Charlie18a,hAT-Charlie,DNA,DNA,Charlie18a,69,2,1.040540541,0,,,,,0,
NW_026622974.1,23376140,23376264,23376140.2,23376264,123.8,9999,13,100,0.36,0.0029,20,0.8091999999999999,0.8795,0.7389,33,4,both,1.099,1.074,Yes,124,100,LINE,UrsMar-5.1186,L1,LINE,LINE,UrsMar-5.1186,124,1,1,0,,,,,0,
NW_026623078.1,61153012,61153205,61153012.1,61153204.8,192.8,9999,13,100,0.58,0.003,20,0.4786,0.4875,0.4697,35,6,both,0.885,0.885,Yes,183,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,183,1,1,0,,,,,0,
NW_026622763.1,23789784,23789932,23789784.1,23789931,146.9,9999,13,100,0.47,0.0032,20,0.5490999999999999,0.5114,0.5868,39,8,both,1.017,1.036,Yes,85,61.15107914,LTR,MLT1C2,ERVL-MaLR,LTR,LTR,MLT1C2,85,1,0.611510791,0,,,,,0,
NW_026623056.1,44255799,44255876,44255799.1,44255876,76.9,9999,13,100,0.27,0.0035,20,0.71465,0.7283,0.701,41,8,both,1.112,1.051,No,0,0,None,None,None,None,None,None,0,0,0,140,,,,,0,
NW_026622852.1,32894210,32894286,32894210,32894285.1,75.1,9999,13,100,0.27,0.0035,20,0.6283000000000001,0.4444,0.8122,43,6,both,0.979,1.05,No,0,0,None,None,None,None,None,None,0,0,0,311,,,,,0,
NW_026623100.1,75890620,75890827,75890620,75890826.7,206.7,9999,13,100,0.72,0.0035,20,0.51636,0.6136,0.41912000000000005,37,6,both,0.826,0.53,Yes,202,92.23744292,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,202,1,0.922374429,0,,,,,0,
NW_026622852.1,46813188,46813264,46813188,46813263.9,75.9,9999,13,100,0.27,0.0035,20,0.509,0.6044,0.4136,40,5,both,0.888,1.036,Yes,84,100,LINE;SINE,AilMel-5.1023;MIRb,L1;MIR,LINE;SINE,LINE,AilMel-5.1023,80,2,1,0,,,,,0,
NW_026622863.1,49494814,49495019,49494814,49495018.3,204.3,9999,13,100,0.72,0.0035,20,0.6897,0.5312,0.8482,44,4,both,0.93,1.05,Yes,211,97.23502304,DNA;SINE,AilMel-5.756;MER46C,TcMar-Tigger;tRNA,DNA;SINE,SINE,AilMel-5.756,201,2,0.97235023,0,,,,,0,
NW_026622941.1,10598965,10599170,10598965,10599168.1,203.1,9999,13,100,0.73,0.0036,20,0.6146,0.5761,0.6531,38,9,both,1.13,0.828,Yes,207,95.83333333,LINE;SINE,AilMel-5.756;L2,L2;tRNA,LINE;SINE,SINE,AilMel-5.756,200,2,0.958333333,0,,,,,0,
NW_026622775.1,42984079,42984244,42984079,42984243.7,164.7,9999,13,100,0.61,0.0037,20,0.7012,0.5542,0.8482,44,5,both,1.053,1.116,No,0,0,None,None,None,None,None,None,0,0,0,56,,,,,0,
NW_026622897.1,2998171,2998369,2998171,2998368.7,197.7,9999,13,100,0.72,0.0037,20,0.47040000000000004,0.4672,0.4736,40,3,both,1.146,1.034,Yes,200,97.56097561,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,200,1,0.975609756,0,,,,,0,
NW_026622874.1,61354093,61354244,61354093,61354243.8,150.8,9999,13,100,0.58,0.0038,20,0.5706,0.5824,0.5588,34,7,both,0.98,0.946,Yes,152,100,LTR,MER77B,ERVL,LTR,LTR,MER77B,152,1,1,0,,,,,0,
NC_079873.1,100125157,100125253,100125157.2,100125253,95.8,9999,13,100,0.36,0.0038,20,0.7294499999999999,0.72,0.7389,38,6,both,0.98,0.951,Yes,96,100,LINE,AilMel-1.82,L1,LINE,LINE,AilMel-1.82,96,1,1,0,,,,,0,
NC_079873.1,23050279,23050374,23050279,23050373.8,94.8,9999,13,100,0.36,0.0038,20,0.715,0.575,0.855,34,4,both,1.054,1.058,Yes,9,9.473684211,LINE,EnhLut-6.1531,L1,LINE,LINE,EnhLut-6.1531,9,1,0.094736842,0,,,,,0,
NW_026623111.1,45298510,45298725,45298510,45298723.6,213.6,9999,13,100,0.84,0.0039,20,0.70055,0.75,0.6511,35,7,both,1.104,0.967,Yes,220,99.54751131,DNA;SINE,AilMel-5.756;PumCon-3.547,TcMar-Tigger;tRNA,DNA;SINE,SINE,AilMel-5.756,201,2,0.995475113,0,,,,,0,
NW_026623056.1,13459868,13459935,13459868,13459934.9,66.9,9999,13,100,0.27,0.004,20,0.3826,0.1,0.6652,23,8,end,,0.949,Yes,67,100,SINE,UrsMar-1.13,tRNA,SINE,SINE,UrsMar-1.13,67,1,1,0,,,,,0,
NW_026622775.1,31415542,31415648,31415542,31415647.8,105.8,9999,13,100,0.42,0.004,20,0.6508499999999999,0.7594,0.5423,42,7,both,0.969,0.991,No,0,0,None,None,None,None,None,None,0,0,0,30,,,,,0,
NW_026623056.1,87390972,87391183,87390972,87391182.5,210.5,9999,13,100,0.84,0.004,20,0.52615,0.575,0.4773,38,7,both,1.145,0.912,Yes,206,93.63636364,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,206,1,0.936363636,0,,,,,0,
NW_026622863.1,12851411,12851613,12851411.1,12851612.8,201.7,9999,13,100,0.82,0.0041,20,0.6162000000000001,0.7143,0.5181,44,10,both,1.065,0.901,Yes,207,100,LTR;SINE,AilMel-5.756;MER21C,ERVL;tRNA,LTR;SINE,SINE,AilMel-5.756,200,2,1,0,,,,,0,
NW_026622786.1,46173064,46173340,46173064.1,46173338.3,274.2,9999,13,100,1.12,0.0041,20,0.70633,0.9333,0.47936,32,6,both,1.045,0.733,Yes,268,97.10144928,LTR;Simple_repeat,(ATATAT)n;ERVL67B-int,ERVL,LTR;Simple_repeat,LTR,ERVL67B-int,202,2,0.971014493,0,,,,,0,
NW_026622764.1,49794490,49794690,49794490,49794689.5,199.5,9999,13,100,0.84,0.0042,20,0.53035,0.4737,0.587,42,9,both,0.901,0.94,Yes,191,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,191,1,1,0,,,,,0,
NW_026623111.1,46455476,46455790,46455479.9,46455789.9,310,9999,13,100,1.36,0.0044,20,0.37000000000000005,0.6400000000000001,0.1,16,4,start,1.206,,Yes,310,100,LINE,LepWed-6.1636,L1,LINE,LINE,LepWed-6.1636,310,1,1,0,,,,,0,
NW_026622908.1,40352881,40353075,40352881.3,40353074.6,193.3,9999,13,100,0.91,0.0047,20,0.7191000000000001,0.675,0.7632,38,7,both,0.855,0.952,Yes,192,99.48186528,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,192,1,0.994818653,0,,,,,0,
NW_026623056.1,74048805,74048862,74048805,74048861.9,56.9,9999,13,100,0.27,0.0047,20,0.8003,0.8665,0.7341,52,5,both,0.989,1.022,Yes,35,61.40350877,LINE,L1MC3_3end,L1,LINE,LINE,L1MC3_3end,35,1,0.614035088,0,,,,,0,
NW_026622875.1,3085406,3085633,3085406,3085629.3,223.3,9999,13,100,1.07,0.0048,20,0.60475,0.6786,0.5309,38,7,both,1.044,1,Yes,216,100,SINE,AilMel-5.756;MirAng-6.1356,tRNA,SINE,SINE,AilMel-5.756,200,2,1,0,,,,,0,
NW_026622763.1,65015040,65015245,65015040.3,65015245,204.7,9999,13,100,1.07,0.0052,20,0.3799,0.3431,0.4167,36,5,both,0.947,0.933,Yes,202,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,202,1,1,0,,,,,0,
NW_026622874.1,70968102,70968152,70968102,70968151.1,49.1,9999,13,100,0.27,0.0054,20,0.54419,0.58548,0.5029,40,8,both,0.785,1.147,Yes,49,100,LINE,L1MB3_3end,L1,LINE,LINE,L1MB3_3end,49,1,1,0,,,,,0,
NW_026623078.1,63956431,63956548,63956431.1,63956547.7,116.6,9999,13,100,0.62,0.0054,20,0.6738500000000001,0.6067,0.741,40,5,both,1.062,1.033,No,0,0,None,None,None,None,None,None,0,0,0,248,,,,,0,
NW_026622941.1,17366354,17366574,17366354,17366572.9,218.9,9999,13,100,1.21,0.0055,20,0.7140500000000001,0.5281,0.9,41,6,both,1.127,1.156,Yes,206,92.79279279,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,206,1,0.927927928,0,,,,,0,
NW_026622874.1,18061910,18061987,18061910,18061986.8,76.8,9999,13,100,0.42,0.0055,20,0.5461,0.8,0.2922,35,5,both,0.989,,Yes,76,100,LINE,L1MEc_5end,L1,LINE,LINE,L1MEc_5end,76,1,1,0,,,,,0,
NW_026622763.1,21919679,21919725,21919679.1,21919725,45.9,9999,13,100,0.27,0.0058,20,0.6514,0.6591,0.6437,56,7,both,1.043,1.099,Yes,46,100,LINE,L2,L2,LINE,LINE,L2,46,1,1,0,,,,,0,
NW_026622974.1,5189830,5189891,5189830,5189890.8,60.8,9999,13,100,0.36,0.0059,20,0.47705,0.3353,0.6188,33,5,both,0.977,1.015,Yes,63,100,DNA,UrsMar-1.171,TcMar-Tigger,DNA,DNA,UrsMar-1.171,63,1,1,0,,,,,0,
NW_026623111.1,23806202,23806246,23806202.1,23806246,43.9,9999,13,100,0.27,0.0061,20,0.6925,0.72,0.665,30,7,both,0.97,0.894,Yes,44,100,LINE,LycPic-1.155,L1,LINE,LINE,LycPic-1.155,44,1,1,0,,,,,0,
NC_079873.1,65391061,65392891,65391074.8,65392874.9,1800.2,9999,13,100,11.01,0.0061,29.8,0.7363500000000001,0.6773,0.7954,32,5,both,1.009,1.038,Yes,1795,100,LINE,AilMel-3.126,L1,LINE,LINE,AilMel-3.126,1795,1,1,0,,,,,0,
NW_026623111.1,20740521,20740726,20740521.6,20740725.8,204.2,9999,13,100,1.31,0.0064,20,0.7369,0.6118,0.862,46,3,both,0.868,0.915,Yes,208,100,LINE;SINE,L1ME2_3end;UrsMar-6.1536,L1;tRNA,LINE;SINE,SINE,UrsMar-6.1536,201,3,1,0,,,,,0,
NW_026622797.1,62939887,62939943,62939887,62939942.2,55.2,9999,13,100,0.36,0.0065,20,0.75745,0.9706,0.5443,33,8,both,0.952,0.974,Yes,21,38.18181818,SINE,MirAng-4.39,tRNA,SINE,SINE,MirAng-4.39,21,1,0.381818182,0,,,,,0,
NW_026623111.1,26478417,26478481,26478417,26478480.2,63.2,9999,13,100,0.42,0.0067,20,0.73675,0.5029,0.9706,34,7,both,0.957,1.123,No,0,0,None,None,None,None,None,None,0,0,0,367,,,,,0,
NW_026623019.1,16851755,16851956,16851755,16851955,200,9999,13,100,1.36,0.0068,20,0.5646,0.6985,0.4307,32,6,both,1.108,0.843,Yes,193,100,SINE,AilMel-5.756,tRNA,SINE,SINE,AilMel-5.756,193,1,1,0,,,,,0,
NC_079873.1,57744711,57746270,57744730.7,57746254.4,1523.7,9999,13,100,10.99,0.0072,35.3,0.4158,0.4003,0.4313,40,6,both,0.892,0.949,Yes,1136,75.98662207,DNA;SINE;tRNA,AilMel-1.10;AilMel-5.25;MER63C;MirAng-1.14;UrsMar-6.1536;tRNA-Lys-AAG,hAT-Tip100;tRNA,DNA;SINE;tRNA,DNA,MER63C,543,6,0.759866221,0,,,,,0,
NW_026623056.1,10457515,10457733,10457519.6,10457732.7,213.1,9999,13,100,1.54,0.0072,20,0.50271,0.6967,0.30872000000000005,31,2,both,1.067,0.754,Yes,219,100,DNA;Simple_repeat,(AATA)n;PumCon-3.547,TcMar-Tigger,DNA;Simple_repeat,DNA,PumCon-3.547,169,2,1,0,,,,,0,
NW_026623067.1,42968611,42968775,42968611,42968774.2,163.2,9999,13,100,1.19,0.0073,20,0.49235,0.5047,0.48,31,8,both,1,0.974,Yes,168,97.6744186,SINE,UrsMar-6.1536,tRNA,SINE,SINE,UrsMar-6.1536,168,1,0.976744186,0,,,,,0,
NW_026622874.1,47028110,47028316,47028114.6,47028315.8,201.2,9999,13,100,1.46,0.0073,20,0.66645,0.5829,0.75,36,5,both,0.973,1,Yes,187,100,SINE,AilMel-5.25,tRNA,SINE,SINE,AilMel-5.25,187,1,1,0,,,,,0,
