SCAFFOLD,START,END
NW_024427107.1,68359735,68359949
NW_024423564.1,39318724,39318928
NW_024424452.1,92787403,92787662
NW_024423343.1,66069214,66069451
NW_024423453.1,59461110,59461329
NW_024423344.1,23586335,23586547
NW_024424452.1,2357729,2357940
NW_024425452.1,4682101,4682325
NW_024426230.1,21242310,21242508
NW_024423564.1,15590589,15590803
NW_024423564.1,28457414,28457638
NW_024423786.1,44953623,44953831
NW_024424897.1,42572006,42572233
NW_024424119.1,39731145,39731350
NW_024425563.1,60000244,60000454
NW_024423343.1,104710676,104710953
NW_024425563.1,58263604,58263819
NW_024425563.1,102048282,102048512
NW_024426008.1,28384258,28384389
NW_024423564.1,10707714,10707963
NW_024423564.1,18780588,18780793
NW_024426996.1,36699656,36699864
NW_024424008.1,49676891,49677115
NW_024424119.1,59981053,59981222
NW_024426885.1,83045117,83045334
NW_024426996.1,33144921,33145136
NW_024426774.1,20010970,20011182
NW_024425563.1,61587293,61587485
NW_024423897.1,19224234,19224458
NW_024424008.1,10005170,10005393
NW_024425563.1,5917937,5918168
NW_024423564.1,47008609,47008830
NW_024423897.1,26216557,26216797
NW_024425786.1,28441928,28442138
NW_024423319.1,109193718,109193935
NW_024424341.1,52026608,52026829
NW_024426885.1,44496951,44497165
NW_024426996.1,43162967,43163187
NW_024426774.1,6291706,6291910
NW_024425564.1,2278624,2278824
NW_024423319.1,55059959,55060179
NW_024424897.1,34544691,34544906
NW_024423344.1,29400249,29400458
NW_024423344.1,56952507,56952733
NW_024425008.1,10814261,10814473
NW_024423453.1,32073840,32074051
NW_024424341.1,48522009,48522238
NW_024424897.1,21096483,21096694
NW_024425341.1,14406340,14406462
NW_024426230.1,21727778,21727989
NW_024426774.1,63812099,63812340
NW_024426552.1,92548855,92549046
NW_024425341.1,9953472,9953689
NW_024426774.1,33772530,33772743
NW_024423344.1,53789314,53789528
NW_024423897.1,13148252,13148466
NW_024425786.1,5002220,5002444
NW_024425563.1,9555886,9556103
NW_024426996.1,53757382,53757616
NW_024423564.1,27210273,27210384
NW_024424008.1,5734667,5734887
NW_024425563.1,85790170,85790382
NW_024423564.1,34946955,34947172
NW_024423319.1,112670413,112670626
NW_024424897.1,22872415,22872659
NW_024424564.1,25006447,25006670
NW_024424675.1,21301213,21301449
NW_024423319.1,44849247,44849455
NW_024424675.1,26910240,26910451
NW_024425230.1,33271544,33271767
NW_024426119.1,23129454,23129673
NW_024426663.1,27489115,27489343
NW_024424675.1,14837031,14837246
NW_024426552.1,41467410,41467623
NW_024426663.1,35062359,35062581
NW_024426996.1,18535107,18535337
NW_024423453.1,58457052,58457271
NW_024423564.1,3080396,3080626
NW_024424230.1,18547595,18547801
NW_024425230.1,37707766,37707980
NW_024426885.1,54917727,54917948
NW_024424341.1,50061268,50061470
NW_024426552.1,35465791,35466037
NW_024423675.1,6731690,6731789
NW_024426119.1,8060846,8061030
NW_024423344.1,27553164,27553365
NW_024423453.1,2170305,2170534
NW_024427107.1,17608367,17608578
NW_024423786.1,54102682,54102898
NW_024423319.1,58145914,58146019
NW_024425563.1,51461643,51461851
NW_024426008.1,2090169,2090385
NW_024426008.1,20714896,20715140
NW_024426663.1,37682612,37682888
NW_024424897.1,13750712,13750947
NW_024426663.1,83406123,83406255
NW_024424564.1,35634123,35634339
NW_024424675.1,32343029,32343248
NW_024426552.1,67250372,67250580
NW_024426663.1,74487607,74487815
NW_024423343.1,71008973,71009046
NW_024423344.1,21259583,21259792
NW_024425452.1,25797955,25798181
NW_024426552.1,75789626,75789847
NW_024426774.1,31507460,31507678
NW_024423344.1,75126847,75127093
NW_024424452.1,4420461,4420696
NW_024424452.1,41150610,41150817
NW_024426552.1,59901982,59902203
NW_024423343.1,71422356,71422581
NW_024424119.1,25163371,25163574
NW_024425008.1,39177194,39177454
NW_024425341.1,37208166,37208367
NW_024426230.1,20191077,20191287
NW_024424675.1,27961497,27961716
NW_024423343.1,13007476,13007695
NW_024424341.1,26711118,26711304
NW_024425119.1,18021308,18021523
NW_024426885.1,45385015,45385237
NW_024424786.1,28956243,28956466
NW_024424897.1,24826804,24827023
NW_024423344.1,4426930,4427132
NW_024426230.1,9508499,9508748
NW_024423343.1,32679466,32679704
NW_024424452.1,6125427,6125654
NW_024427107.1,32446582,32446809
NW_024424452.1,56280817,56281031
NW_024424786.1,38345811,38346015
NW_024426885.1,56587063,56587289
NW_024426885.1,57908574,57908689
NW_024423453.1,18803513,18803710
NW_024424786.1,46796180,46796267
NW_024426663.1,35464341,35464564
NW_024423564.1,48966868,48967078
NW_024424564.1,1983975,1984217
NW_024426552.1,63259787,63259999
NW_024423786.1,16054621,16054840
NW_024425563.1,10019478,10019704
NW_024423675.1,30714848,30715030
NW_024424897.1,34571910,34572129
NW_024423675.1,54342140,54342352
NW_024424341.1,13801818,13802037
NW_024424452.1,35036592,35036812
NW_024426885.1,58138045,58138270
NW_024426996.1,75644905,75645103
NW_024424786.1,33647493,33647709
NW_024425675.1,6912783,6913006
NW_024424675.1,36867966,36868196
NW_024426663.1,53006315,53006525
NW_024426774.1,23828303,23828525
NW_024426119.1,7866144,7866342
NW_024423453.1,9748042,9748265
NW_024423343.1,13504799,13505030
NW_024425563.1,91833127,91833340
NW_024423453.1,42897479,42897711
NW_024424230.1,8981577,8981710
NW_024424564.1,9464953,9465176
NW_024426996.1,68714728,68714950
NW_024423786.1,6209192,6209444
NW_024424230.1,36315441,36315648
NW_024424452.1,89507228,89507354
NW_024424786.1,5486745,5486975
NW_024425563.1,56538261,56538476
NW_024423343.1,26596834,26597080
NW_024424008.1,37203529,37203745
NW_024424230.1,951254,951387
NW_024425008.1,8633220,8633432
NW_024423675.1,36543118,36543351
NW_024423343.1,95585044,95585269
NW_024423344.1,10044617,10044868
NW_024424008.1,26319967,26320177
NW_024424897.1,20867686,20867914
NW_024424564.1,17458002,17458223
NW_024427107.1,77671516,77671729
NW_024423675.1,64313048,64313271
NW_024424341.1,26757901,26758113
NW_024424675.1,12138184,12138407
NW_024425008.1,17405437,17405645
NW_024423675.1,6600993,6601195
NW_024425675.1,9413984,9414208
NW_024424786.1,21033349,21033563
NW_024424786.1,28101315,28101536
NW_024425452.1,34416281,34416500
NW_024424786.1,5200067,5200310
NW_024426008.1,12045357,12045576
NW_024426119.1,23786046,23786286
NW_024423343.1,98282567,98282794
NW_024424452.1,93153474,93153689
NW_024423453.1,27374790,27375022
NW_024425119.1,37250780,37251016
NW_024426552.1,63948831,63948952
NW_024426774.1,67422486,67422707
NW_024423343.1,56766171,56766378
NW_024425564.1,34717076,34717314
NW_024424341.1,52084505,52084731
NW_024426552.1,12555423,12555665
NW_024426552.1,38328887,38329113
NW_024423344.1,29787486,29787715
NW_024423319.1,18370219,18370459
NW_024424119.1,21373153,21373367
NW_024424675.1,32331793,32332004
NW_024424897.1,5630201,5630425
NW_024426008.1,5241608,5241850
NW_024426663.1,35689840,35690056
NW_024426663.1,65233710,65233939
NW_024424453.1,27200594,27200810
NW_024426552.1,6139152,6139370
NW_024426663.1,58275522,58275733
NW_024423564.1,67970762,67970979
NW_024425675.1,8065253,8065464
NW_024425452.1,5303295,5303461
NW_024425897.1,17046582,17046807
NW_024425563.1,3544448,3544657
NW_024424564.1,5556438,5556656
NW_024423343.1,22957380,22957460
NW_024424008.1,53352938,53353157
NW_024426230.1,15532119,15532354
NW_024423564.1,4237171,4237388
NW_024426552.1,79281203,79281419
NW_024423453.1,11751348,11751590
NW_024425119.1,16717971,16718195
NW_024425897.1,20819546,20819757
NW_024426774.1,46798677,46798892
NW_024423343.1,53309952,53310164
NW_024423786.1,31862108,31862297
NW_024425119.1,39685890,39686113
NW_024424897.1,456104,456340
NW_024423319.1,53662757,53662851
NW_024424452.1,82634139,82634349
NW_024426008.1,13823079,13823303
NW_024426552.1,29808332,29808564
NW_024423453.1,35606462,35606684
NW_024423675.1,6603673,6603891
NW_024426885.1,41193858,41194085
NW_024426663.1,88458987,88459201
NW_024426119.1,6647317,6647540
NW_024423453.1,67989623,67989848
NW_024426552.1,29617424,29617638
NW_024426885.1,41503862,41504085
NW_024425564.1,24586182,24586397
NW_024423564.1,61679709,61679935
NW_024423453.1,20763716,20763925
NW_024423786.1,47736434,47736653
NW_024423319.1,47635636,47635846
NW_024424675.1,39778733,39778950
NW_024427107.1,35160879,35161090
NW_024423675.1,27723101,27723241
NW_024423453.1,43186543,43186774
NW_024425786.1,21085100,21085317
NW_024426774.1,41033588,41033798
NW_024425230.1,3091641,3091742
NW_024424119.1,4454206,4454427
NW_024424230.1,49152163,49152397
NW_024425230.1,31496301,31496527
NW_024426552.1,83089829,83090045
NW_024423319.1,28140403,28140535
NW_024423564.1,63898791,63898997
NW_024424897.1,8221618,8221846
NW_024426774.1,73293621,73293850
NW_024426008.1,24089526,24089743
NW_024426885.1,44588079,44588295
NW_024426119.1,8204927,8205142
NW_024426230.1,14756657,14756849
NW_024426885.1,28755088,28755303
NW_024423564.1,41896619,41896864
NW_024424119.1,52103640,52103861
NW_024425563.1,54244055,54244162
NW_024424897.1,14410095,14410302
NW_024423343.1,95006816,95007026
NW_024423675.1,36307729,36307956
NW_024423786.1,6496714,6496918
NW_024425564.1,1544441,1544665
NW_024423564.1,41600646,41600870
NW_024423675.1,32056059,32056277
NW_024423319.1,65866066,65866269
NW_024424341.1,22122908,22122967
NW_024427107.1,63931667,63931882
NW_024423564.1,14664917,14665143
NW_024423319.1,76075801,76076009
NW_024424786.1,47262755,47262981
NW_024426552.1,46120706,46120917
NW_024423343.1,69363234,69363452
NW_024423786.1,28858742,28858949
NW_024423453.1,741211,741359
NW_024423897.1,31254913,31255108
NW_024425452.1,16843950,16844155
NW_024423319.1,46476320,46476532
NW_024423319.1,117073096,117073252
NW_024423897.1,5239117,5239338
NW_024423897.1,41442646,41442738
NW_024426774.1,12521506,12521583
NW_024423344.1,33431705,33431786
NW_024424786.1,19024289,19024525
NW_024426552.1,33926778,33926990
NW_024426663.1,75950166,75950381
NW_024426119.1,12666819,12666895
NW_024426663.1,33327326,33327556
NW_024425897.1,4541404,4541525
NW_024423564.1,67442576,67442734
NW_024423343.1,31565606,31565836
NW_024425341.1,37972673,37972746
NW_024423319.1,65468580,65468790
NW_024426663.1,29072091,29072332
NW_024426996.1,67242095,67242300
NW_024427107.1,14121503,14121717
NW_024423319.1,113133676,113133906
NW_024424675.1,32438115,32438351
NW_024425341.1,8047882,8048103
NW_024426996.1,2114831,2115038
NW_024424453.1,23272882,23273098
NW_024424230.1,32343413,32343559
NW_024425564.1,8122952,8123162
NW_024423675.1,3282727,3282955
NW_024423675.1,26288873,26288953
NW_024423675.1,44001028,44001239
NW_024423344.1,15558670,15558884
NW_024424008.1,60456491,60456737
NW_024424341.1,57676687,57676894
NW_024426885.1,45044827,45045106
NW_024426663.1,41140722,41140773
NW_024423564.1,55338085,55338291
NW_024426663.1,18816164,18816373
NW_024425675.1,13755438,13755658
NW_024426119.1,7997530,7997779
NW_024426885.1,5590243,5590317
NW_024424786.1,18530641,18530773
NW_024426230.1,10741526,10741735
NW_024423564.1,63350960,63351189
NW_024424008.1,6174791,6175022
NW_024423343.1,106605685,106605824
NW_024424786.1,39263695,39263840
NW_024424786.1,18028665,18028912
NW_024426663.1,16051923,16052073
NW_024425563.1,67194126,67194335
NW_024423675.1,60412931,60413027
NW_024423319.1,99095491,99095720
NW_024424453.1,43414352,43414519
NW_024426119.1,25002268,25002487
NW_024426774.1,48931938,48932141
NW_024423897.1,24155973,24156172
NW_024424230.1,19325828,19326053
NW_024423453.1,64393188,64393398
NW_024426008.1,623625,623862
NW_024425563.1,42507769,42508013
NW_024423786.1,58370708,58370785
NW_024423786.1,10568955,10569167
NW_024423344.1,37875140,37875352
NW_024424341.1,22767606,22767693
NW_024423786.1,54659420,54659608
NW_024427107.1,35609873,35610089
NW_024424675.1,46569445,46569659
NW_024425675.1,2425665,2425843
NW_024425008.1,40144690,40144904
NW_024426996.1,75930705,75930921
NW_024423319.1,102763048,102763263
NW_024425230.1,35327622,35327854
NW_024423786.1,5347664,5347876
NW_024423675.1,37836381,37836569
NW_024426552.1,56681490,56681696
NW_024424452.1,28038060,28038212
NW_024425119.1,32772195,32772419
NW_024426996.1,57674142,57674218
NW_024427107.1,34866768,34867008
NW_024423564.1,59146717,59146963
NW_024424119.1,1942788,1943002
NW_024424452.1,4861450,4861684
NW_024424786.1,16119831,16119928
NW_024426552.1,26838200,26838346
NW_024424119.1,31283975,31284193
NW_024423344.1,18143853,18144067
NW_024425452.1,10290680,10290898
NW_024423564.1,60308756,60308860
NW_024424786.1,16097276,16097496
NW_024425452.1,12032394,12032685
NW_024426663.1,83284089,83284207
NW_024424786.1,40556437,40556666
NW_024425119.1,35349285,35349490
NW_024424452.1,79217403,79217619
NW_024425786.1,23537439,23537639
NW_024425563.1,67712236,67712451
NW_024423675.1,17444249,17444474
NW_024424453.1,14026285,14026501
NW_024425008.1,25662325,25662566
NW_024424008.1,6604116,6604325
NW_024426552.1,34639544,34639613
NW_024426119.1,24317158,24317368
NW_024426885.1,35614077,35614143
NW_024423786.1,36623749,36623964
NW_024424119.1,53476395,53476598
NW_024424452.1,103504493,103504736
NW_024426885.1,64489999,64490218
NW_024423564.1,39765973,39766195
NW_024423675.1,21631119,21631342
NW_024424453.1,43893141,43893354
NW_024425786.1,23184085,23184288
NW_024426885.1,16680703,16680963
NW_024424564.1,5146913,5147136
NW_024426996.1,57483051,57483269
NW_024426552.1,88250329,88250543
NW_024426774.1,19157118,19157336
NW_024424897.1,39979333,39979540
NW_024425563.1,50170219,50170462
NW_024426885.1,46696508,46696570
NW_024426774.1,4854302,4854538
NW_024425341.1,24196513,24196736
NW_024423786.1,12896247,12896481
NW_024424230.1,26365544,26365751
NW_024426996.1,3645686,3645928
NW_024423319.1,118113439,118113657
NW_024423453.1,29712251,29712469
NW_024423319.1,19653302,19653516
NW_024426885.1,82985128,82985335
NW_024426996.1,69999075,69999288
NW_024424452.1,8913125,8913315
NW_024425119.1,14703867,14704088
NW_024426663.1,58331390,58331641
NW_024424119.1,48364432,48364607
NW_024423343.1,39406696,39406913
NW_024423319.1,116922802,116923039
NW_024424453.1,17673920,17674003
NW_024424675.1,36290688,36290908
NW_024423319.1,97669990,97670142
NW_024425119.1,20435120,20435291
NW_024425786.1,21405654,21405810
NW_024423786.1,5121771,5122000
NW_024425230.1,3494726,3494966
NW_024426774.1,5049684,5049751
NW_024423786.1,40089595,40089865
NW_024424119.1,38424142,38424359
NW_024423344.1,5136375,5136582
NW_024423319.1,33631872,33632089
NW_024424564.1,49332271,49332505
NW_024425119.1,33768541,33768762
NW_024426008.1,9347990,9348103
NW_024423786.1,67331650,67331898
NW_024424341.1,9241331,9241538
NW_024426885.1,45772338,45772554
NW_024423319.1,36635051,36635266
NW_024425008.1,30990660,30990873
NW_024425897.1,19959891,19960107
NW_024424897.1,929748,929984
NW_024426774.1,7517508,7517725
NW_024423564.1,20777998,20778233
NW_024423675.1,43735744,43735906
NW_024423786.1,33168695,33168927
NW_024423786.1,23070452,23070555
NW_024423786.1,42677558,42677613
NW_024423564.1,66383739,66384019
NW_024423344.1,28486192,28486352
NW_024424675.1,36139798,36140039
NW_024424897.1,28401125,28401366
NW_024424341.1,55053370,55053594
NW_024426663.1,62372567,62372796
NW_024423453.1,42989163,42989283
NW_024425563.1,81675825,81676049
NW_024425341.1,31122701,31122919
NW_024424230.1,41213148,41213392
NW_024423343.1,77492443,77492668
NW_024424341.1,2049849,2049931
NW_024426230.1,16296006,16296232
NW_024423453.1,23628190,23628414
NW_024424564.1,49593227,49593444
NW_024426663.1,38032557,38032777
NW_024424119.1,7499987,7500197
NW_024424119.1,59732554,59732792
NW_024425452.1,25622949,25623178
NW_024426663.1,49971672,49971756
NW_024423786.1,42033477,42033704
NW_024423453.1,14009903,14010127
NW_024424452.1,65265417,65265616
NW_024426119.1,18728256,18728472
NW_024423453.1,38781675,38781744
NW_024426341.1,150232,150416
NW_024423564.1,30663518,30663733
NW_024424453.1,863232,863338
NW_024425008.1,16902997,16903135
NW_024426008.1,5380661,5380873
NW_024423319.1,29009547,29009636
NW_024424119.1,51372217,51372440
NW_024425564.1,11261799,11262011
NW_024425897.1,7561017,7561101
NW_024423344.1,53747884,53748110
NW_024423453.1,14766759,14766958
NW_024425230.1,31939236,31939314
NW_024427107.1,59985790,59986038
NW_024427107.1,1019175,1019396
NW_024424341.1,11339732,11339971
NW_024423319.1,65301786,65302011
NW_024423343.1,52797929,52798151
NW_024425563.1,85295846,85296065
NW_024426119.1,1478948,1479099
NW_024423453.1,69698759,69698825
NW_024423786.1,51531170,51531384
NW_024424341.1,17716538,17716712
NW_024423786.1,57954288,57954468
NW_024424119.1,11835203,11835354
NW_024426774.1,38537530,38537772
NW_024424008.1,9139657,9139900
NW_024424341.1,44464879,44465090
NW_024423675.1,8529474,8529697
NW_024423564.1,2399362,2399597
NW_024423344.1,15061584,15061761
NW_024427107.1,60798157,60798212
NW_024426008.1,864448,864664
NW_024423675.1,46533426,46533651
NW_024423319.1,2401357,2401566
NW_024425675.1,32099066,32099234
NW_024427107.1,53745001,53745266
NW_024424119.1,42429225,42429457
NW_024424897.1,30966674,30966893
NW_024423344.1,55899882,55900115
NW_024424008.1,51271192,51271423
NW_024425786.1,29635282,29635496
NW_024423343.1,59381156,59381259
NW_024424230.1,3487333,3487556
NW_024424453.1,2927225,2927437
NW_024426774.1,82821368,82821420
NW_024426230.1,2559849,2559936
NW_024424119.1,23424354,23424585
NW_024423453.1,30242020,30242086
NW_024424230.1,35655351,35655572
NW_024423343.1,76269137,76269209
NW_024423343.1,72826668,72826750
NW_024424897.1,26248830,26249056
NW_024426996.1,64999786,64999990
NW_024426663.1,60197476,60197694
NW_024426552.1,92860589,92860810
NW_024423786.1,27640645,27640858
NW_024425563.1,45552591,45552726
NW_024423564.1,69105457,69105625
NW_024426552.1,87315021,87315212
NW_024423344.1,20454097,20454336
NW_024425563.1,91831604,91831727
NW_024424452.1,44416042,44416232
NW_024424564.1,45171174,45171395
NW_024423343.1,45142044,45142126
NW_024425119.1,29670252,29670319
NW_024423343.1,57921134,57921272
NW_024425008.1,31739172,31739301
NW_024426885.1,58654283,58654394
NW_024423564.1,45527050,45527134
NW_024423344.1,33389697,33389802
NW_024424119.1,54895123,54895256
NW_024424564.1,45720939,45721169
NW_024425897.1,9705430,9705564
NW_024424008.1,8922055,8922275
NW_024426774.1,34575028,34575285
NW_024423319.1,29389577,29389809
NW_024425230.1,39225089,39225307
NW_024423344.1,50132145,50132267
NW_024425897.1,23477420,23477657
NW_024427107.1,76452030,76452260
NW_024424452.1,50404775,50404885
NW_024424119.1,13961497,13961572
NW_024424675.1,26166090,26166318
NW_024424341.1,21930733,21930862
NW_024425675.1,30981405,30981463
NW_024425341.1,33455762,33455925
NW_024426119.1,19593995,19594068
NW_024423344.1,47563565,47563712
NW_024424008.1,49226469,49226703
NW_024423343.1,58441651,58441827
NW_024423343.1,31866193,31866387
NW_024426008.1,26405385,26405492
NW_024424453.1,29720771,29720996
NW_024424452.1,22195877,22196116
NW_024424452.1,55524979,55525041
NW_024425786.1,18152924,18153055
NW_024423675.1,22333543,22333620
NW_024423897.1,35807721,35807953
NW_024426774.1,7250551,7250614
NW_024425786.1,10978813,10978975
NW_024424786.1,26018914,26018984
NW_024425786.1,4247642,4247718
NW_024424453.1,16091712,16091785
NW_024425452.1,28420713,28420808
NW_024424564.1,8065643,8065709
NW_024424230.1,6884157,6884365
NW_024424564.1,36625961,36626167
NW_024425008.1,26614652,26614882
NW_024425341.1,1088885,1088951
NW_024424341.1,57372209,57372331
NW_024424452.1,89063156,89063247
NW_024424897.1,4745567,4745641
NW_024425563.1,41658850,41659111
NW_024424675.1,10344546,10344618
NW_024423897.1,43484559,43484633
NW_024427107.1,11396534,11396591
NW_024425452.1,1615817,1615864
NW_024424452.1,55801895,55801966
NW_024423344.1,78597064,78597141
NW_024424564.1,42503472,42503579
NW_024424341.1,29158787,29158909
NW_024425564.1,10397090,10397199
NW_024424897.1,20971395,20971502
NW_024426119.1,15536867,15536935
NW_024426552.1,67200180,67200332
NW_024426996.1,59616992,59617073
NW_024427107.1,80549558,80549730
NW_024424230.1,7395101,7395209
NW_024423343.1,41255379,41255607
NW_024423319.1,108272403,108272464
NW_024425563.1,34966598,34966677
NW_024424452.1,47455932,47455985
NW_024426119.1,4666117,4666219
NW_024425230.1,10321397,10321509
NW_024425008.1,41752603,41752677
NW_024423343.1,42961960,42962059
NW_024423786.1,735120,735345
NW_024425452.1,76043,83425
NW_024425675.1,22581707,22587941
NW_024426119.1,9008156,9014335
NW_024423453.1,57427507,57433724
NW_024425119.1,13550815,13551981
NW_024424564.1,56106291,56107153
NW_024425563.1,32163502,32163898
NW_024423897.1,53692002,53693320
NW_024424786.1,3295074,3301296
NW_024423343.1,98872213,98878478
NW_024423564.1,4529963,4530706
NW_024423343.1,98619918,98620447
NW_024426663.1,20434518,20434875
NW_024426774.1,34986520,34987071
NW_024424008.1,45154066,45154350
NW_024423675.1,10449187,10455666
NW_024424008.1,3721062,3721686
NW_024423344.1,68202850,68203523
NW_024425230.1,9354124,9354818
NW_024424230.1,26870312,26870521
NW_024426774.1,74940602,74941212
NW_024425341.1,13610650,13611035
NW_024427107.1,45289048,45289326
NW_024424452.1,97320694,97322163
NW_024424452.1,52918456,52919558
NW_024426663.1,50275846,50276195
NW_024426885.1,8937566,8938016
NW_024425119.1,23737030,23737329
NW_024425119.1,35347928,35348178
NW_024424341.1,55680149,55680580
NW_024426996.1,29238497,29244986
NW_024424786.1,19765560,19765969
NW_024426663.1,25900757,25907172
NW_024426552.1,15949747,15950112
NW_024423564.1,44998612,45006636
NW_024424230.1,22820052,22826239
NW_024424786.1,37723763,37724370
NW_024424564.1,40186766,40187110
NW_024426774.1,64480858,64481187
NW_024423344.1,24376746,24377641
NW_024424453.1,50376985,50377620
NW_024423897.1,26662385,26662638
NW_024425563.1,42892724,42892961
NW_024425563.1,59822637,59828864
NW_024426774.1,28065777,28072026
NW_024424786.1,18931381,18932147
NW_024425786.1,10954893,10955250
NW_024426230.1,22333334,22333571
NW_024423564.1,27256445,27256713
NW_024426552.1,38333041,38333382
NW_024424341.1,27074025,27080232
NW_024426552.1,74815462,74816222
NW_024424452.1,1268447,1268869
NW_024423343.1,88284193,88290411
NW_024424341.1,27501717,27506902
NW_024424452.1,99335211,99336282
NW_024423343.1,54858465,54859548
NW_024423343.1,27150820,27151792
NW_024424453.1,50347047,50347433
NW_024424119.1,15114447,15115695
NW_024423319.1,121173859,121175040
NW_024426552.1,65223181,65223778
NW_024423786.1,50869204,50870129
NW_024426552.1,13714071,13715132
NW_024423453.1,34384879,34385477
NW_024426996.1,16975357,16975978
NW_024423319.1,32943224,32943613
NW_024423343.1,93634411,93634750
NW_024425119.1,11936170,11936446
NW_024425564.1,30044528,30044728
NW_024425786.1,21514959,21515158
NW_024427107.1,34055429,34056973
NW_024425230.1,21380330,21380911
NW_024426119.1,7960060,7960783
NW_024427107.1,57459881,57460298
NW_024423897.1,14870859,14871176
NW_024425230.1,13804629,13804834
NW_024423453.1,42213309,42222485
NW_024426119.1,19301261,19306897
NW_024426552.1,59113618,59114170
NW_024425564.1,27883021,27883737
NW_024425675.1,8885958,8886840
NW_024423319.1,85974679,85975193
NW_024424452.1,6722054,6722537
NW_024424452.1,7000754,7001043
NW_024425786.1,30015625,30015876
NW_024426552.1,63181898,63188316
NW_024424675.1,1022290,1022693
NW_024424786.1,37619540,37619861
NW_024423786.1,42951220,42956661
NW_024424786.1,18061574,18062258
NW_024425786.1,9064554,9065872
NW_024425563.1,72686831,72687388
NW_024425563.1,32570774,32572086
NW_024424341.1,10040544,10041085
NW_024424897.1,12755450,12755840
NW_024427107.1,68196822,68197105
NW_024425230.1,35778924,35781183
NW_024427107.1,48252193,48253274
NW_024424897.1,18230453,18230674
NW_024426774.1,57647629,57647836
NW_024424008.1,18658923,18659147
NW_024423343.1,58677039,58677247
NW_024423675.1,24026236,24026435
NW_024424786.1,10353465,10353667
NW_024426663.1,17271464,17271662
NW_024423343.1,104116713,104116910
NW_024424453.1,11367031,11369601
NW_024425341.1,10878150,10878359
NW_024426008.1,9968016,9968222
NW_024426885.1,22865264,22865454
NW_024426663.1,82885487,82885681
NW_024424341.1,5755605,5758412
NW_024424230.1,49385631,49385795
NW_024426663.1,5995078,5995283
NW_024426230.1,11784888,11785425
NW_024424897.1,25057202,25057412
NW_024423564.1,65996892,65996994
NW_024426119.1,14783954,14784157
NW_024425230.1,32828155,32828381
NW_024424675.1,9724345,9724530
NW_024423786.1,27198839,27199037
NW_024424452.1,50697118,50697337
NW_024426663.1,14706920,14707129
NW_024426552.1,43091123,43091664
NW_024423453.1,50531407,50531617
NW_024423564.1,67426200,67426286
NW_024423343.1,49443407,49443604
NW_024426552.1,14531586,14531780
NW_024426230.1,13865117,13865319
NW_024426885.1,61207980,61208878
NW_024425341.1,12294913,12295117
NW_024425564.1,11202581,11202780
NW_024425563.1,88144314,88144511
NW_024423319.1,23550049,23550255
NW_024425119.1,29830919,29831066
NW_024423344.1,37336300,37336526
NW_024423786.1,11845765,11845985
NW_024426552.1,47384151,47384377
NW_024426885.1,75601779,75602042
NW_024424453.1,10795740,10795948
NW_024426230.1,1800096,1800350
NW_024423344.1,73186061,73186268
NW_024423453.1,29917813,29918016
NW_024423319.1,88220664,88220820
NW_024423786.1,68192513,68192732
NW_024424453.1,5738917,5739132
NW_024424564.1,22377191,22377407
NW_024424675.1,1917895,1918104
NW_024425563.1,92529696,92529898
NW_024423344.1,75673823,75674041
NW_024427107.1,6010019,6010230
NW_024426663.1,71315903,71316123
NW_024425119.1,12590957,12591177
NW_024424452.1,49008170,49008375
NW_024424452.1,71253281,71253529
NW_024424452.1,35976001,35976213
NW_024424786.1,46804933,46805149
NW_024424453.1,23592702,23592858
NW_024426774.1,7392479,7392694
NW_024427107.1,3252276,3252492
NW_024424452.1,102621108,102621319
NW_024423319.1,82414919,82415139
NW_024425119.1,10415146,10415349
NW_024426996.1,4708461,4708677
NW_024424341.1,51772954,51773147
NW_024425675.1,20307177,20307387
NW_024423564.1,45598445,45598646
NW_024424230.1,40818794,40818994
NW_024426119.1,9646349,9646558
NW_024424452.1,90333822,90334029
NW_024427107.1,17995566,17995791
NW_024423343.1,5720426,5720635
NW_024423786.1,48887195,48887406
NW_024424341.1,22172647,22172855
NW_024423675.1,59734474,59734673
NW_024423675.1,13790569,13790795
NW_024426996.1,24725580,24725788
NW_024424452.1,57912106,57912225
NW_024425452.1,30713714,30713932
NW_024423897.1,15549993,15550205
NW_024425452.1,31487173,31487389
NW_024425008.1,12944129,12944331
NW_024423319.1,18247943,18248145
NW_024426552.1,47838697,47838912
NW_024426663.1,25997197,25997408
NW_024423786.1,13286364,13286576
NW_024424452.1,47941826,47942069
NW_024423319.1,16784850,16785066
NW_024424119.1,14259672,14259915
NW_024426885.1,28005128,28005341
NW_024424786.1,40734223,40734440
NW_024423453.1,46739438,46739651
NW_024424008.1,15295857,15296067
NW_024426996.1,52772090,52772306
NW_024426119.1,11275828,11276036
NW_024424341.1,49389509,49389757
NW_024426663.1,34546897,34547116
NW_024426008.1,13780100,13780336
NW_024425786.1,18011265,18011476
NW_024424786.1,20585645,20585858
NW_024423786.1,52150281,52150505
NW_024423319.1,39812379,39812591
NW_024425897.1,14219832,14220038
NW_024424453.1,17838554,17838772
NW_024423453.1,27321539,27321645
NW_024423564.1,1836743,1836959
NW_024424119.1,14757555,14757773
NW_024424675.1,37607829,37608046
NW_024426552.1,28077776,28078006
NW_024425563.1,89954015,89954231
NW_024425119.1,9965945,9966205
NW_024426552.1,18880552,18880812
NW_024426774.1,44977327,44977480
